startpoint_set_index,actual_mt,hashes,reductions,duration
0,2245,2600800,1975551650,729.0360141000128
1,2244,2600800,1974357314,728.2169798999676
2,2250,2600800,1977008196,729.6649280000129
3,2240,2600800,1969252941,733.2880058999872
4,2233,2600800,1971323316,727.2688546000281
5,2234,2600800,1971632277,739.4248813000158
6,2246,2600800,1978167452,730.1285858000047
7,2246,2600800,1977345450,736.6227512999903
8,2241,2600800,1976858007,732.3154294999549
9,2251,2600800,1978731975,732.1721582000027
